,wp-admin/js/post.js,wp-includes/css/media-views-rtl.css,wp-includes/js/plupload/plupload.html5.js,wp-includes/js/wp-lists.js,wp-includes/css/wp-pointer-rtl.css,wp-includes/js/plupload/plupload.html4.js,wp-includes/css/editor.css,wp-includes/js/plupload/plupload.flash.js,wp-includes/js/tinymce/wp-tinymce.js.gz,wp-includes/js/imgareaselect/jquery.imgareaselect.js,wp-includes/css/dashicons.css,wp-includes/css/buttons-rtl.css,wp-admin/js/common.dev.js,wp-admin/js/link.js,wp-includes/js/imgareaselect/jquery.imgareaselect.dev.js,wp-admin/js/customize-controls.dev.js,wp-admin/css/install.css,wp-includes/css/admin-bar.css,wp-includes/js/plupload/wp-plupload.dev.js,wp-admin/js/nav-menu.js,wp-includes/js/tinymce/plugins/wordpress/editor_plugin_src.js,wp-includes/css/media-views.css,wp-includes/js/jquery/jquery.js,wp-includes/js/tinymce/plugins/wpeditimage/editor_plugin_src.js,wp-includes/js/customize-preview.js,wp-includes/js/plupload/plupload.silverlight.js,wp-admin/css/install-rtl.css,wp-admin/css/edit.css ,wp-admin/js/dashboard.js,wp-includes/css/wp-pointer.css,wp-includes/css/admin-bar-rtl.css,wp-admin/js/post.dev.js,wp-includes/js/wp-lists.dev.js,wp-admin/css/wp-admin-rtl.css,wp-admin/css/wp-admin.dev.css,wp-includes/js/swfobject.js,wp-includes/js/plupload/wp-plupload.js,wp-admin/js/theme.js,wp-includes/js/plupload/plupload.js,wp-includes/js/plupload/handlers.dev.js,wp-admin/js/customize-controls.js,wp-includes/css/editor.dev.css,wp-includes/css/buttons.css,wp-admin/js/link.dev.js,wp-includes/js/customize-preview.dev.js,Version
3824,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3825,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3826,37410,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
3827,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,97184,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.3
3828,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,0,18011,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.9
3828,38357,51084,45777,25235,3878,45777,34194,45777,200338,38133,48855,10607,45777,2247,45777,45777,7393,25581,45777,42334,45777,51087,96874,45777,26139,45777,7394,28392,16541,3873,25587,45777,45777,421,45777,10231,12714,52899,45777,45777,166341,45777,10606,45777,45777,4.8.10
3830,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3831,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.10
3832,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3833,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.3
3836,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,0,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
3837,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3838,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3839,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,0,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3840,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3842,37407,49356,61230,25282,4027,61230,32907,61230,61230,38132,50341,9868,61230,3875,61230,61230,5911,25857,61230,42482,61230,49358,96873,61230,27969,61230,5912,61230,18858,4022,25862,61230,61230,455,61230,10231,12806,54392,60314,61230,290802,61230,9867,61230,61230,5.2.3
3843,37409,50069,0,25235,3878,0,34208,0,171848,38133,48855,9708,0,2247,0,0,7393,25653,0,41574,0,50071,97184,0,25886,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,164184,0,9709,0,0,4.7.2
3844,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3845,31677,46544,0,11169,3864,0,37741,0,136244,37069,45912,9265,0,2247,0,0,6187,23289,0,39054,0,46544,95807,0,4060,0,6187,28201,5783,3859,23292,0,0,422,0,10231,12692,44061,0,0,64040,0,9264,0,0,4.1.27
3846,37410,47837,0,25235,4026,0,32204,0,633099,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
3847,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3848,37410,48049,0,25235,4026,0,32033,0,632543,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3849,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3850,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3851,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.4
3855,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3856,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.3
3857,30968,52745,0,12609,4090,0,35679,0,170448,39365,49881,10097,0,2316,0,0,7865,26764,0,42216,0,52747,96874,0,6810,0,7866,0,5979,4085,26770,0,0,435,0,10234,13140,53466,0,0,121570,0,10098,0,0,4.6.15
3860,23216,4606,16756,11036,0,4788,52798,5541,115718,36846,0,0,0,2166,0,0,3963,14969,0,29806,13207,28795,93658,9137,3699,5606,0,0,3366,4480,3549,0,0,50174,0,10231,9746,6153,11939,0,26611,0,9593,0,0,3.5.1
3861,38676,53800,0,26089,4090,0,36096,0,200338,39365,49881,11034,0,2316,0,0,7855,26735,0,43629,0,53803,97190,0,26983,0,7856,29978,17037,4085,26741,0,0,435,0,10234,13140,54915,0,0,171861,0,11033,0,0,4.8.2
3862,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3864,31686,46895,0,11169,3864,0,35049,0,134774,37069,42627,9265,0,2247,0,0,6187,23249,0,39054,0,46896,95807,0,3871,0,6187,25266,5783,3859,23253,0,0,422,0,10231,10560,43713,0,0,34254,0,9264,0,0,4.0.27
3865,37410,40396,0,11280,3194,0,26401,0,208202,14560,46325,6129,0,2247,0,0,7020,20543,0,42256,0,40398,97176,0,15094,0,7021,0,18011,3189,20548,0,0,421,0,10081,6114,54364,22307,0,289044,0,6128,0,0,4.9.8
3866,0,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,0,0,0,0,25094,0,0,0,48051,97184,0,27836,0,0,0,0,3794,25099,0,0,0,0,10231,12726,0,60314,0,0,0,9483,0,0,4.9.3
3867,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3870,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3871,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3872,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3874,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3875,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.3
3876,0,41269,0,11280,3194,0,27181,0,0,14560,47521,6278,0,0,0,0,0,21060,0,0,0,41271,96866,0,15106,0,0,0,0,3189,21065,0,0,0,0,10081,6114,0,22307,0,0,0,6277,0,0,5.2.3
3877,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,97184,0,26139,0,7394,0,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.2
3880,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3881,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3882,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,0,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.10
3883,37409,50294,0,25235,3878,0,34208,0,550894,38133,48855,9814,0,2247,0,0,7393,25653,0,41574,0,50296,96874,0,26139,0,7394,28574,5790,3873,25659,0,0,421,0,10231,12714,51828,0,0,166059,0,9814,0,0,4.7.14
3884,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3885,37409,48049,0,25235,3799,0,31570,0,214099,38133,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,27395,16585,3794,25099,0,0,421,0,10231,12726,54364,60314,0,289000,0,9483,0,0,4.9.4
3886,37407,49356,273118,25282,4027,273118,32907,273118,273118,38132,50341,9868,273118,3875,273118,273118,5911,25857,273118,42482,273118,49358,96873,273118,27969,273118,5912,27635,18858,4022,25862,273118,273118,455,273118,10231,12806,54392,60314,273118,290802,273118,9867,273118,273118,5.2.3
3887,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3888,37409,51084,0,25235,3878,0,34194,0,200338,38133,48855,10607,0,2247,0,0,7393,25581,0,42334,0,51087,96874,0,26139,0,7394,28392,16541,3873,25587,0,0,421,0,10231,12714,52899,0,0,166341,0,10606,0,0,4.8.10
3890,31686,46895,0,11169,3864,0,35049,0,134774,37069,42627,9265,0,2247,0,0,6187,23249,0,39054,0,46896,95807,0,3871,0,6187,25266,5783,3859,23253,0,0,422,0,10231,10560,43713,0,0,34254,0,9264,0,0,4.0.27
3891,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3891,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3894,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3895,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,28901,18011,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.8
3896,0,49356,54822,25282,4027,54792,32907,54792,54776,38132,50341,9868,0,0,54721,0,0,25857,54776,0,54776,49358,96873,54776,27969,54776,0,0,0,4022,25862,0,54776,0,0,10231,12806,0,60314,54721,0,54721,9867,0,54721,5.2.3
3897,37410,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
3898,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3899,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3904,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3905,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3906,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3908,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3909,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3910,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3911,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3911,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3913,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.1
3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.3
3917,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3918,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3920,37308,48995,0,25282,4027,0,32907,0,0,38132,50341,9702,0,3875,0,0,6989,25781,0,42475,0,48996,96873,0,27969,0,6990,27635,18858,4022,25786,0,0,455,0,10231,12806,54392,60314,0,290802,0,9701,0,0,5.2.2
3922,0,0,0,0,0,0,0,0,144196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9.9
3923,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.14
3925,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.3
3928,37410,47837,0,25235,4026,0,32204,0,208317,38132,48813,9410,0,2247,0,0,7020,25094,0,42256,0,47838,96874,0,27836,0,7021,28637,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9409,0,0,5.0.6
3929,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3930,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,28901,18011,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.8
3932,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,97184,0,27836,0,7021,0,18011,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.8
3933,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3934,37355,48382,0,25282,4024,0,32823,0,0,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,97183,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.1
3935,23216,4606,16756,11036,0,4788,52798,5541,115718,36846,0,0,0,2166,0,0,3963,14969,0,29806,13207,28795,93658,9137,3699,5606,291,0,3366,4480,3549,0,0,50174,0,10231,9746,6153,11939,0,26611,0,9593,0,0,3.5.1
3936,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3937,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3938,29772,49806,0,11492,3878,0,33684,0,167360,38133,48855,9709,8261,2247,0,0,7139,24930,0,40963,0,49808,97201,0,6512,0,7140,28751,5790,3873,24936,14816,11132,421,0,10231,12692,47391,0,0,108418,0,9710,2132,0,4.5
3940,0,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,0,0,0,0,25857,0,0,0,49358,96873,0,27969,0,0,0,0,4022,25862,0,0,0,0,10231,12806,0,60314,0,0,0,9867,0,0,5.2.3
3941,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3942,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2.3
3944,37410,47837,77451,25235,4026,77451,32204,77451,208317,38132,48813,9410,77451,2247,77451,77451,7020,25094,77451,42256,77451,47838,96874,77451,27836,77451,7021,77451,16585,4021,25099,77451,77451,421,77451,10231,12726,54364,60314,77451,289044,77451,9409,77451,77451,5.0.6
3945,37355,48382,0,25282,4024,0,32823,0,118105,38132,48809,9599,0,3875,0,0,6982,25178,0,42475,0,48383,96873,0,27969,0,6983,28996,19605,4019,25183,0,0,421,0,10231,12806,54392,60314,0,290802,0,9598,0,0,5.1.2
3946,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3949,0,50294,0,25235,3878,0,34208,0,550894,38133,48855,9814,0,0,0,0,0,25653,0,0,0,50296,96874,0,26139,0,0,0,0,3873,25659,0,0,0,0,10231,12714,0,0,0,0,0,9814,0,0,4.7.14
3950,28955,47337,0,11169,3885,0,30965,0,147517,38133,48586,9354,0,2247,0,0,6759,24830,0,40593,0,47337,95977,0,4469,0,6759,27458,5782,3880,24836,0,0,421,0,10231,12692,45119,0,0,100856,0,9355,0,0,4.3.1
3951,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3953,37407,49356,92627,25282,4027,92627,32907,92627,92627,38132,50341,9868,92627,3875,92627,92627,5911,25857,92627,42482,92627,49358,96873,92627,27969,92627,5912,92627,18858,4022,25862,92627,92627,455,92627,10231,12806,54392,60314,92627,290802,92627,9867,92627,92627,5.2.3
3955,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3956,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
3957,37410,48049,0,25235,4026,0,32033,0,208202,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3958,37410,48049,0,25235,4026,0,32033,0,632543,38132,48813,9484,0,2247,0,0,7020,25094,0,42256,0,48051,96874,0,27836,0,7021,28901,16585,4021,25099,0,0,421,0,10231,12726,54364,60314,0,289044,0,9483,0,0,4.9.11
3959,37407,49356,0,25282,4027,0,32907,0,0,38132,50341,9868,0,3875,0,0,5911,25857,0,42482,0,49358,96873,0,27969,0,5912,27635,18858,4022,25862,0,0,455,0,10231,12806,54392,60314,0,290802,0,9867,0,0,5.2.3
